company_name,year,Net Revenue,Cost of Goods,SG&A,Operating Profit,Net Profit,Inventory,Current Assets,Total Assets,Current Liabilities,Total Shareholder Equity,Total Liabilities and Shareholder Equity
kohls,2021,15955.0,10360.0,5021.0,-262.0,-163.0,2590.0,5835.0,15337.0,3022.0,5196.0,15337.0
kohls,2020,19974.0,12140.0,5705.0,1099.0,691.0,3537.0,4649.0,14555.0,2769.0,5450.0,14555.0
kohls,2019,20229.0,12199.0,5601.0,1361.0,801.0,3475.0,4835.0,12469.0,2730.0,5527.0,12469.0
amazon,2024,574785.0,304739.0,11816.0,36852.0,30425.0,33318.0,172351.0,527854.0,164917.0,201875.0,527854.0
amazon,2023,513983.0,288831.0,11891.0,12248.0,-2722.0,34405.0,146791.0,462675.0,155393.0,146043.0,462675.0
amazon,2022,469822.0,272344.0,8823.0,24879.0,33364.0,32640.0,161580.0,420549.0,142266.0,138245.0,420549.0
amazon,2021,386064.0,233307.0,6668.0,22899.0,21331.0,23795.0,132733.0,321195.0,126385.0,93404.0,321195.0
amazon,2020,280522.0,165536.0,5203.0,14541.0,11588.0,20497.0,96334.0,225248.0,87812.0,62060.0,225248.0
amazon,2019,232887.0,139156.0,4336.0,12421.0,10073.0,17174.0,75101.0,162648.0,68391.0,43549.0,162648.0
wayfair,2024,12003.0,8336.0,4480.0,-813.0,-738.0,75.0,1855.0,3474.0,2183.0,-2707.0,3474.0
wayfair,2023,12218.0,8802.0,4800.0,-1384.0,-1331.0,90.0,1933.0,3580.0,2072.0,-2550.0,3580.0
wayfair,2022,13708.0,9813.0,3989.0,-94.0,-131.0,69.0,3012.0,4570.0,2217.0,-1619.0,4570.0
wayfair,2021,14145.16,10032.99,3751.82,360.35,185.0,52.15,3045.8,4569.93,2165.59,-1191.9,4569.93
wayfair,2020,9127.06,6979.73,3077.27,-929.94,-984.58,61.69,1377.14,2953.05,1611.52,-944.21,2953.05
wayfair,2019,6779.17,5192.45,2060.0,-473.28,-504.08,46.16,1255.94,1890.85,1139.22,-330.72,1890.85
chewy,2024,11147.72,7986.2,2442.68,-23.62,39.58,719.27,2104.35,3186.85,2110.88,510.24,3186.85
chewy,2023,10098.94,7268.03,2125.77,55.75,49.23,675.52,1520.32,2515.08,1769.35,213.96,2515.08
chewy,2022,8890.77,6517.19,1826.86,-72.18,-73.82,560.43,1323.53,2086.28,1644.88,14.74,2086.28
chewy,2021,7146.26,5325.46,1397.97,-90.46,-92.49,513.3,1226.78,1740.91,1380.86,-2.0,1740.91
chewy,2020,4846.74,3702.68,969.89,-252.73,-252.37,317.81,629.79,932.32,1100.54,-403.97,932.32
ulta_beauty,2024,11207.3,6826.2,2694.56,1678.03,1291.01,1742.14,2836.52,5707.01,1658.19,2279.33,5707.01
ulta_beauty,2023,10208.58,6164.07,2395.3,1638.61,1242.41,1603.45,2709.3,5370.41,1681.78,1959.81,5370.41
ulta_beauty,2022,8630.89,5262.34,2061.55,1297.49,985.84,1499.22,2281.18,4764.38,1558.01,1535.37,4764.38
ulta_beauty,2021,6151.95,4202.79,1583.02,236.82,175.84,1168.21,2514.78,5089.97,1343.71,1999.55,5089.97
ulta_beauty,2020,7398.07,4717.0,1760.72,901.09,705.95,1293.7,2055.32,4863.87,1137.26,1902.09,4863.87
ulta_beauty,2019,6716.61,4307.3,1535.46,854.08,658.56,1214.33,1914.86,3191.17,823.74,1820.22,3191.17
bbb,2023,5344.69,4129.8,2372.97,-2775.64,-3498.8,817.55,1096.91,2225.22,2495.88,-2800.01,2225.22
bbb,2022,7867.78,5384.29,2692.29,-407.58,-559.62,1725.41,2363.15,5130.57,2074.79,174.15,5130.57
bbb,2021,9233.03,6114.95,3224.36,-336.89,-150.77,1671.91,3620.05,6456.93,2294.92,1276.94,6456.93
bbb,2020,11158.58,7616.92,3732.5,-700.06,-613.82,2093.87,3826.28,7790.52,2466.53,1764.93,7790.52
victorias_secret,2024,6182.0,3940.0,1996.0,246.0,116.0,985.0,1533.0,4600.0,1614.0,417.0,4600.0
victorias_secret,2023,6344.0,4086.0,1780.0,478.0,338.0,1052.0,1737.0,4711.0,1579.0,383.0,4711.0
victorias_secret,2022,6785.0,4025.0,1890.0,870.0,646.0,949.0,1691.0,4344.0,1698.0,257.0,4344.0
signet_jewelers,2024,7171.1,4345.7,2197.7,621.5,810.4,1936.6,3536.6,6813.2,1976.0,2166.5,6813.2
signet_jewelers,2023,7842.1,4790.0,2214.6,604.9,376.7,2150.3,3507.1,6620.4,2248.1,1578.6,6620.4
signet_jewelers,2022,7826.0,4702.0,2230.9,903.4,769.9,2060.4,3730.4,6575.1,2070.7,1564.0,6575.1
signet_jewelers,2021,5226.9,3493.0,1587.4,-57.7,-15.2,2032.5,3582.0,6178.9,1998.7,1190.3,6178.9
signet_jewelers,2020,6137.1,3904.2,1918.2,158.3,105.5,2331.7,3154.8,6299.1,1652.6,1222.6,6299.1
signet_jewelers,2019,6247.1,4024.1,1985.1,-764.6,-657.4,2386.9,2855.8,4420.1,1033.0,1201.6,4420.1
tapestry,2023,6660.9,1946.0,3542.5,1172.4,936.0,919.5,2363.5,7116.8,1286.5,2277.8,7116.8
tapestry,2022,6684.5,2034.1,3474.6,1175.8,856.3,994.2,2573.8,7265.3,1468.8,2285.5,7265.3
tapestry,2021,5746.3,1664.4,3113.9,968.0,834.2,734.8,3375.3,8382.4,1425.8,3259.3,8382.4
tapestry,2020,4961.4,1722.1,3312.4,-550.8,-652.1,736.9,2553.1,7924.2,1742.1,2276.4,7924.2
tapestry,2019,6027.1,1973.4,3239.6,814.1,643.4,778.3,2556.8,6877.3,918.0,3513.4,6877.3
capri_holdings,2024,5170.0,1831.0,2784.0,-241.0,-229.0,862.0,1608.0,6689.0,1695.0,1599.0,6689.0
capri_holdings,2023,5619.0,1895.0,2708.0,679.0,619.0,1057.0,1870.0,7295.0,1450.0,1848.0,7295.0
capri_holdings,2022,5654.0,1910.0,2533.0,903.0,823.0,1096.0,1891.0,7480.0,1566.0,2559.0,7480.0
